# t,ob0,ob1,ob2,ob3,ob4,ob5,ac0,ac1,ac2,ac3,p,q,r,p-sp,q-sp,r-sp,y0,y1,y2,y3,w0,w1,w2,w3,reward
3.099999999999999978e-02,-2.964041531085968018e-01,-1.218587517738342285e+00,4.096858501434326172e+00,-4.346233606338500977e-02,-1.004825830459594727e-01,-2.287102699279785156e+00,7.107266967149983294e-02,6.336128981385739933e-02,-2.717668100784279700e-02,3.268819763957966917e-02,2.964041531085968018e-01,1.218587517738342285e+00,-4.096858501434326172e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.107266967149983294e-02,6.336128981385739933e-02,0.000000000000000000e+00,3.268819763957966917e-02,1.754266479492187500e+03,1.577811279296875000e+03,2.068399658203125000e+03,1.641249633789062500e+03,8.403507484650168635e+02
3.200000000000000067e-02,-3.551813662052154541e-01,-1.300278186798095703e+00,1.754738569259643555e+00,-5.877721309661865234e-02,-8.169066905975341797e-02,-2.342119932174682617e+00,-2.744337579284339412e-02,7.527621347134411112e-02,1.948767628177306907e-02,1.002098250239121802e-01,3.551813662052154541e-01,1.300278186798095703e+00,-1.754738569259643555e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.527621347134411112e-02,1.948767628177306907e-02,1.002098250239121802e-01,1.867202636718750000e+03,1.689966186523437500e+03,2.038763183593750000e+03,1.754185668945312500e+03,8.223884062572328730e+02
3.300000000000000155e-02,-3.928399980068206787e-01,-1.364658117294311523e+00,1.762315392494201660e+00,-3.765863180160522461e-02,-6.437993049621582031e-02,7.576823234558105469e-03,4.074468021482662017e-02,-2.425328534828218030e-02,1.771464222819825116e-02,8.154267221585506653e-02,3.928399980068206787e-01,1.364658117294311523e+00,-1.762315392494201660e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.074468021482662017e-02,0.000000000000000000e+00,1.771464222819825116e-02,8.154267221585506653e-02,1.979747070312500000e+03,1.802513061523437500e+03,2.151310058593750000e+03,1.866730102539062500e+03,8.044974005573124032e+02
3.400000000000000244e-02,-4.327007830142974854e-01,-1.433005094528198242e+00,-4.768669903278350830e-01,-3.986078500747680664e-02,-6.834697723388671875e-02,-2.239182382822036743e+00,-5.552975307055527110e-02,1.049345915475066171e-01,-4.223818615494046025e-02,-2.481424598102140167e-03,4.327007830142974854e-01,1.433005094528198242e+00,4.768669903278350830e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.049345915475066171e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.092666259765625000e+03,1.779160156250000000e+03,2.263482910156250000e+03,1.979648803710937500e+03,7.777196433412173064e+02
3.500000000000000333e-02,-4.955412447452545166e-01,-1.523737192153930664e+00,1.788429856300354004e+00,-6.284046173095703125e-02,-9.073209762573242188e-02,2.265296846628189087e+00,1.241271860742644839e-01,6.358970250242131084e-02,-1.045138801043647009e-02,5.228711407369119463e-02,4.955412447452545166e-01,1.523737192153930664e+00,-1.788429856300354004e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.241271860742644839e-01,6.358970250242131084e-02,0.000000000000000000e+00,5.228711407369119463e-02,2.062469726562500000e+03,1.892083862304687500e+03,2.230015136718750000e+03,1.952116821289062500e+03,7.525751321138615140e+02
3.599999999999999728e-02,-5.354773998260498047e-01,-1.592744350433349609e+00,-6.102477312088012695e-01,-3.993615508079528809e-02,-6.900715827941894531e-02,-2.398677587509155273e+00,4.969839341082236961e-02,-2.645976372928373482e-02,-5.400468321855719789e-02,5.134339701064129236e-02,5.354773998260498047e-01,1.592744350433349609e+00,6.102477312088012695e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.969839341082236961e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.134339701064129236e-02,2.175415771484375000e+03,2.004229248046875000e+03,2.196559326171875000e+03,2.065062011718750000e+03,8.081410519384538702e+02
3.699999999999999817e-02,-5.500230789184570312e-01,-1.640701651573181152e+00,-5.325861454010009766e+00,-1.454567909240722656e-02,-4.795730113983154297e-02,-4.715613722801208496e+00,-7.354364740511792897e-02,1.359872575452281962e-01,-1.640920894441041944e-02,-3.637926163793492318e-03,5.500230789184570312e-01,1.640701651573181152e+00,5.325861454010009766e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.359872575452281962e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.288748291015625000e+03,1.975708374023437500e+03,2.163506103515625000e+03,2.178392822265625000e+03,-1.641505121643484131e+02
3.799999999999999906e-02,-5.623615980148315430e-01,-1.688164472579956055e+00,-5.311201572418212891e+00,-1.233851909637451172e-02,-4.746282100677490234e-02,1.465988159179687500e-02,1.201314958118629775e-02,3.566226261196783764e-02,-2.271479817562789549e-02,1.690784670008847745e-02,5.623615980148315430e-01,1.688164472579956055e+00,5.311201572418212891e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.201314958118629775e-02,3.566226261196783764e-02,0.000000000000000000e+00,1.690784670008847745e-02,2.401291503906250000e+03,2.088256591796875000e+03,2.132020019531250000e+03,2.146551025390625000e+03,-1.003407794053934907e+02
3.899999999999999994e-02,-5.222123861312866211e-01,-1.738277196884155273e+00,-5.193784236907958984e+00,4.014921188354492188e-02,-5.011272430419921875e-02,1.174173355102539062e-01,8.913386598735939526e-02,-1.725789292499269045e-02,8.539706632263441288e-02,8.979022409041140240e-02,5.222123861312866211e-01,1.738277196884155273e+00,5.193784236907958984e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.913386598735939526e-02,0.000000000000000000e+00,8.539706632263441288e-02,8.979022409041140240e-02,2.364178710937500000e+03,2.200821777343750000e+03,2.101293457031250000e+03,2.259077148437500000e+03,-8.429176241536372061e+01
4.000000000000000083e-02,-4.843682944774627686e-01,-1.740253686904907227e+00,-7.590978622436523438e+00,3.784409165382385254e-02,-1.976490020751953125e-03,-2.397194385528564453e+00,-7.651873056103188075e-02,9.010429995404115044e-02,1.341208338692084778e-01,1.103706232561479234e-02,4.843682944774627686e-01,1.740253686904907227e+00,7.590978622436523438e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.010429995404115044e-02,1.341208338692084778e-01,1.103706232561479234e-02,2.477124267578125000e+03,2.168053955078125000e+03,2.213439208984375000e+03,2.372021728515625000e+03,-1.207206438508206219e+02
